question,scam_score,is_scam,timestamp,user_id,upvotes,category
What books do you recommend for growth investing?,13.77460091425359,0,2025-08-28 16:13:59.031619,user_7464,3,bonds
How do I start learning about tax strategies?,12.113624554491915,0,2025-07-17 16:13:59.031633,user_4819,9,general
How do I start learning about retirement planning?,20.571930161523028,0,2024-10-30 16:13:59.031644,user_8004,2,general
How do I start learning about growth investing?,19.397322855633497,0,2025-01-02 16:13:59.031656,user_3495,5,general
What are the best practices for market research?,25.177321103230348,0,2025-04-02 16:13:59.031667,user_3044,0,etfs
What are the risks involved in financial planning?,11.077242196873257,0,2024-10-30 16:13:59.031679,user_8521,14,etfs
What books do you recommend for etf investing?,16.811441679376074,0,2024-12-26 16:13:59.031690,user_9304,4,general
Can someone explain mutual funds in simple terms?,17.310356694717548,0,2025-07-30 16:13:59.031702,user_3631,0,stocks
How do I start learning about technical analysis?,28.07645698411208,0,2024-11-24 16:13:59.031713,user_1316,12,stocks
Can someone explain bonds in simple terms?,3.54408164507292,0,2025-01-06 16:13:59.031727,user_1325,9,stocks
What books do you recommend for market research?,22.07855370965666,0,2025-03-29 16:13:59.031740,user_9424,20,bonds
What are the best practices for growth investing?,7.686056947245481,0,2024-12-28 16:13:59.031751,user_8053,0,stocks
How do I start learning about technical analysis?,14.332276509252797,0,2025-08-05 16:13:59.031763,user_6701,8,stocks
What books do you recommend for retirement planning?,12.42484080363807,0,2025-03-23 16:13:59.031774,user_7077,12,etfs
What books do you recommend for etf investing?,18.755599734545594,0,2024-11-23 16:13:59.031785,user_8516,0,stocks
What books do you recommend for bonds?,19.90164010558238,0,2024-09-25 16:13:59.031806,user_5588,16,bonds
How do I start learning about etf investing?,10.40452720775274,0,2025-05-11 16:13:59.031818,user_7897,9,etfs
Can someone explain retirement planning in simple terms?,22.150726804368816,0,2025-06-18 16:13:59.031829,user_5836,2,general
What are the risks involved in etf investing?,16.235067377622958,0,2025-08-15 16:13:59.031840,user_8195,12,general
What books do you recommend for etf investing?,10.29632231853357,0,2025-07-23 16:13:59.031851,user_4964,10,stocks
How do I start learning about dividend investing?,18.910632633060864,0,2024-12-30 16:13:59.031863,user_4718,8,stocks
How do I start learning about technical analysis?,7.089002903706936,0,2025-09-12 16:13:59.031874,user_2471,7,bonds
What are the best practices for dividend investing?,9.688716188938491,0,2025-08-24 16:13:59.031886,user_6841,7,stocks
What books do you recommend for market research?,17.96626029576737,0,2025-03-30 16:13:59.031897,user_5379,4,general
Can someone explain etf investing in simple terms?,14.029134479758374,0,2025-03-25 16:13:59.031909,user_8691,17,bonds
What are the best practices for technical analysis?,28.61419804762181,0,2025-03-21 16:13:59.031920,user_9206,0,stocks
How do I start learning about tax strategies?,20.126740590769433,0,2025-06-30 16:13:59.031932,user_2403,3,general
Can someone explain asset allocation in simple terms?,7.897276560255294,0,2024-11-12 16:13:59.031946,user_8762,12,general
How do I start learning about dividend investing?,4.655260073143339,0,2025-05-15 16:13:59.031957,user_1610,6,general
What are the best practices for asset allocation?,0.0,0,2024-10-12 16:13:59.031971,user_7060,11,stocks
How do I start learning about value investing?,25.188189193825604,0,2025-08-15 16:13:59.031982,user_1959,18,general
Can someone explain asset allocation in simple terms?,32.58002308358991,0,2024-10-18 16:13:59.031993,user_8894,7,bonds
Can someone explain etf investing in simple terms?,11.97213468391362,0,2025-03-29 16:13:59.032005,user_2949,3,bonds
What are the best practices for growth investing?,16.9224199505248,0,2025-04-28 16:13:59.032016,user_1528,12,bonds
What books do you recommend for technical analysis?,18.58035968900607,0,2025-03-21 16:13:59.032028,user_8553,6,stocks
Can someone explain risk management in simple terms?,16.52856741494117,0,2024-09-29 16:13:59.032040,user_6657,7,general
Can someone explain tax strategies in simple terms?,21.801091758013815,0,2025-06-19 16:13:59.032051,user_6688,13,bonds
How do I start learning about etf investing?,1.6065549527305585,0,2025-02-17 16:13:59.032062,user_2417,10,general
What books do you recommend for growth investing?,12.409810039533149,0,2024-12-24 16:13:59.032074,user_5230,5,etfs
How do I start learning about mutual funds?,18.771593210958372,0,2025-06-22 16:13:59.032086,user_1460,17,stocks
What books do you recommend for fundamental analysis?,11.099026450016549,0,2024-10-14 16:13:59.032097,user_5909,13,bonds
What are the best practices for tax strategies?,17.86087129433856,0,2025-03-13 16:13:59.032109,user_8619,5,stocks
What are the risks involved in asset allocation?,26.766450980907116,0,2025-01-30 16:13:59.032119,user_7159,5,bonds
What books do you recommend for bonds?,6.766936803750852,0,2025-04-01 16:13:59.032130,user_9283,2,stocks
What are the risks involved in mutual funds?,27.428636305716424,0,2024-11-20 16:13:59.032142,user_3888,12,stocks
How do I start learning about retirement planning?,13.19694662152105,0,2024-09-15 16:13:59.032153,user_1930,1,stocks
Can someone explain asset allocation in simple terms?,8.41078019113148,0,2025-02-03 16:13:59.032168,user_5681,10,bonds
What are the risks involved in risk management?,11.148669851541166,0,2024-12-16 16:13:59.032179,user_1396,17,etfs
What are the best practices for bonds?,7.942936260626367,0,2025-06-21 16:13:59.032199,user_2265,3,general
What are the best practices for growth investing?,0.9258019119584961,0,2025-04-23 16:13:59.032210,user_7464,0,bonds
What books do you recommend for mutual funds?,8.687487750333457,0,2024-12-01 16:13:59.032221,user_4234,10,general
What are the risks involved in asset allocation?,12.837890913337175,0,2024-09-28 16:13:59.032233,user_9736,4,stocks
What are the risks involved in bonds?,17.043855639839858,0,2024-11-28 16:13:59.032244,user_9019,6,bonds
How do I start learning about risk management?,13.528708472639432,0,2024-10-08 16:13:59.032256,user_7982,19,etfs
How do I start learning about etf investing?,6.078075402093479,0,2025-01-03 16:13:59.032268,user_4644,2,etfs
What are the best practices for retirement planning?,13.595374620192278,0,2025-03-18 16:13:59.032280,user_3164,3,bonds
What are the risks involved in retirement planning?,25.8617850146519,0,2025-04-17 16:13:59.032291,user_2654,12,general
What are the best practices for bonds?,22.540738323416676,0,2025-01-08 16:13:59.032302,user_4568,8,general
What books do you recommend for dividend investing?,12.117667000520472,0,2025-08-13 16:13:59.032314,user_2165,11,general
What books do you recommend for retirement planning?,4.830026398760436,0,2025-04-21 16:13:59.032324,user_4188,11,bonds
Can someone explain financial planning in simple terms?,10.946601291483482,0,2025-02-14 16:13:59.032336,user_8774,1,etfs
How do I start learning about dividend investing?,1.447451039093906,0,2025-08-09 16:13:59.032347,user_6226,3,bonds
Can someone explain technical analysis in simple terms?,31.626374914208228,0,2024-11-21 16:13:59.032359,user_2714,16,stocks
What are the best practices for value investing?,20.666944348354477,0,2024-10-11 16:13:59.032370,user_2352,15,general
How do I start learning about dollar cost averaging?,4.4802124588218675,0,2025-02-28 16:13:59.032381,user_6834,13,general
Can someone explain risk management in simple terms?,13.474015935050069,0,2025-01-25 16:13:59.032393,user_4440,18,stocks
How do I start learning about tax strategies?,15.374982309830143,0,2025-07-18 16:13:59.032404,user_1765,14,stocks
How do I start learning about growth investing?,12.339102318417634,0,2025-05-30 16:13:59.032415,user_3081,2,etfs
How do I start learning about etf investing?,11.545051756091349,0,2025-02-04 16:13:59.032442,user_7984,12,etfs
Can someone explain risk management in simple terms?,19.11595669978248,0,2024-11-07 16:13:59.032456,user_1173,17,etfs
What books do you recommend for dividend investing?,18.065902771840463,0,2025-01-15 16:13:59.032468,user_3155,6,bonds
Can someone explain fundamental analysis in simple terms?,0.9457912404551969,0,2024-11-12 16:13:59.032479,user_9368,9,general
Can someone explain asset allocation in simple terms?,29.80589915040279,0,2025-08-12 16:13:59.032491,user_2796,15,general
What are the risks involved in dividend investing?,11.16410661231669,0,2025-08-01 16:13:59.032502,user_5307,7,stocks
What are the risks involved in dividend investing?,17.10555091100552,0,2024-09-25 16:13:59.032513,user_4836,7,stocks
What books do you recommend for value investing?,19.544038159764366,0,2025-07-27 16:13:59.032528,user_5271,18,etfs
What are the best practices for mutual funds?,24.096213084045726,0,2025-07-04 16:13:59.032540,user_7262,18,stocks
What are the best practices for bonds?,12.160082291867285,0,2024-11-30 16:13:59.032551,user_8106,5,etfs
How do I start learning about growth investing?,11.287337387362301,0,2025-01-05 16:13:59.032564,user_9382,2,bonds
What books do you recommend for etf investing?,17.58936992846578,0,2025-06-21 16:13:59.032577,user_2048,6,general
What are the best practices for fundamental analysis?,18.00607982995335,0,2025-07-16 16:13:59.032588,user_1805,10,general
What are the risks involved in risk management?,18.270165449426784,0,2024-09-14 16:13:59.032600,user_7404,11,bonds
What are the risks involved in asset allocation?,17.538114632161875,0,2024-12-16 16:13:59.032612,user_7545,18,stocks
What books do you recommend for etf investing?,10.504578838585044,0,2025-04-19 16:13:59.032623,user_9656,2,stocks
What are the best practices for asset allocation?,7.362714978795007,0,2024-11-30 16:13:59.032634,user_4871,13,etfs
What books do you recommend for value investing?,27.523697333144916,0,2024-12-18 16:13:59.032649,user_2232,2,bonds
What are the best practices for mutual funds?,12.684855720053697,0,2025-01-06 16:13:59.032660,user_2253,8,bonds
What books do you recommend for bonds?,25.75806744384188,0,2025-07-16 16:13:59.032674,user_7228,0,general
What are the risks involved in portfolio diversification?,23.550547411373714,0,2024-11-13 16:13:59.032686,user_8807,1,general
What are the best practices for tax strategies?,20.090640136357045,0,2025-03-08 16:13:59.032697,user_3065,17,stocks
How do I start learning about etf investing?,19.80686827868111,0,2024-12-08 16:13:59.032708,user_6028,7,bonds
What are the best practices for tax strategies?,18.991428375100423,0,2025-08-29 16:13:59.032720,user_4807,4,etfs
How do I start learning about growth investing?,20.36247113483677,0,2024-10-13 16:13:59.032731,user_9299,4,general
What are the best practices for dividend investing?,15.0183134836641,0,2025-06-07 16:13:59.032743,user_8921,20,general
What are the risks involved in retirement planning?,1.2758241536700066,0,2025-02-01 16:13:59.032754,user_9103,5,etfs
How do I start learning about dollar cost averaging?,9.454856759907102,0,2025-05-15 16:13:59.032765,user_3242,6,etfs
Can someone explain portfolio diversification in simple terms?,24.23707405999088,0,2025-08-02 16:13:59.032776,user_9356,15,stocks
What are the best practices for risk management?,8.682614761079627,0,2025-06-03 16:13:59.032788,user_2773,5,bonds
What are the risks involved in market research?,15.294996172868904,0,2025-05-14 16:13:59.032799,user_9602,4,stocks
How do I start learning about financial planning?,17.57295795001395,0,2025-07-24 16:13:59.032810,user_2574,12,bonds
How do I start learning about market research?,19.68972869781451,0,2025-01-05 16:13:59.032822,user_9416,6,stocks
What are the risks involved in fundamental analysis?,24.231734819663536,0,2024-09-17 16:13:59.032833,user_8551,19,etfs
How do I start learning about financial planning?,8.391682808475618,0,2025-07-23 16:13:59.032844,user_2049,13,general
How do I start learning about etf investing?,4.007085394559974,0,2025-03-07 16:13:59.032856,user_4825,9,etfs
Can someone explain financial planning in simple terms?,18.878967660205923,0,2025-03-05 16:13:59.032867,user_5477,17,bonds
What are the risks involved in fundamental analysis?,1.9954269898337191,0,2024-10-17 16:13:59.032879,user_9328,15,general
What are the best practices for etf investing?,29.14440196473157,0,2024-11-24 16:13:59.032890,user_9203,5,stocks
What books do you recommend for fundamental analysis?,18.77492333314148,0,2024-12-09 16:13:59.032904,user_9515,15,general
How do I start learning about retirement planning?,9.935506307100072,0,2025-06-23 16:13:59.032916,user_4504,1,general
How do I start learning about dollar cost averaging?,17.253954863655583,0,2025-04-14 16:13:59.032927,user_3653,13,general
What are the risks involved in asset allocation?,4.1991214924226234,0,2025-03-07 16:13:59.032941,user_2479,19,general
What are the best practices for market research?,13.870404715770013,0,2024-10-08 16:13:59.032953,user_6753,18,etfs
How do I start learning about risk management?,0.0,0,2025-08-10 16:13:59.032964,user_7738,19,bonds
Can someone explain portfolio diversification in simple terms?,13.970685769273622,0,2025-02-13 16:13:59.032976,user_8781,12,bonds
